1	5.0
2	9.975
3	14.925125
4	19.850499375
5	24.7512468781
6	29.6274906437
7	34.4793531905
8	39.3069564246
9	41.3069564246
10	41.3069564246
11	41.3069564246
12	42.3069564246
13	42.3069564246
14	42.3069564246
15	41.3069564246
16	42.3069564246
17	42.3069564246
18	41.3069564246
19	41.3069564246
20	41.3069564246
21	41.3069564246
22	40.3069564246
23	42.3069564246
24	40.3069564246
25	40.3069564246
26	40.3069564246
27	40.3069564246
28	42.3069564246
29	40.3069564246
30	40.3069564246
31	42.3069564246
32	42.3069564246
33	41.3069564246
34	40.3069564246
35	41.3069564246
36	41.3069564246
37	41.3069564246
38	41.3069564246
39	42.3069564246
40	41.3069564246
41	40.3069564246
42	40.3069564246
43	40.3069564246
44	40.3069564246
45	40.3069564246
46	40.3069564246
47	40.3069564246
48	42.3069564246
49	42.3069564246
50	40.3069564246
51	41.3069564246
52	42.3069564246
53	42.3069564246
54	42.3069564246
55	41.3069564246
56	41.3069564246
57	40.3069564246
58	41.3069564246
59	41.3069564246
60	41.3069564246
61	40.3069564246
62	41.3069564246
63	40.3069564246
64	40.3069564246
65	42.3069564246
66	42.3069564246
67	42.3069564246
68	41.3069564246
69	42.3069564246
70	41.3069564246
71	40.3069564246
72	41.3069564246
73	40.3069564246
74	42.3069564246
75	40.3069564246
76	42.3069564246
77	40.3069564246
78	42.3069564246
79	41.3069564246
80	40.3069564246
81	42.3069564246
82	40.3069564246
83	41.3069564246
84	42.3069564246
85	42.3069564246
86	40.3069564246
87	40.3069564246
88	41.3069564246
89	42.3069564246
90	40.3069564246
91	41.3069564246
92	40.3069564246
93	40.3069564246
94	40.3069564246
95	42.3069564246
96	40.3069564246
97	42.3069564246
98	41.3069564246
99	40.3069564246
100	41.3069564246
101	42.3069564246
102	42.3069564246
103	41.3069564246
104	41.3069564246
105	42.3069564246
106	42.3069564246
107	42.3069564246
108	42.3069564246
109	42.3069564246
110	41.3069564246
111	42.3069564246
112	42.3069564246
113	41.3069564246
114	40.3069564246
115	40.3069564246
116	40.3069564246
117	40.3069564246
118	40.3069564246
119	41.3069564246
120	40.3069564246
121	42.3069564246
122	40.3069564246
123	41.3069564246
124	40.3069564246
125	40.3069564246
126	40.3069564246
127	41.3069564246
128	40.3069564246
129	41.3069564246
130	41.3069564246
131	42.3069564246
132	41.3069564246
133	42.3069564246
134	41.3069564246
135	42.3069564246
136	42.3069564246
137	41.3069564246
138	41.3069564246
139	41.3069564246
140	42.3069564246
141	42.3069564246
142	40.3069564246
143	40.3069564246
144	41.3069564246
145	40.3069564246
146	40.3069564246
147	41.3069564246
148	42.3069564246
149	40.3069564246
150	42.3069564246
151	42.3069564246
152	42.3069564246
153	42.3069564246
154	42.3069564246
155	41.3069564246
156	40.3069564246
157	42.3069564246
158	42.3069564246
159	40.3069564246
160	42.3069564246
161	41.3069564246
162	40.3069564246
163	42.3069564246
164	41.3069564246
165	42.3069564246
166	42.3069564246
167	41.3069564246
168	40.3069564246
169	42.3069564246
170	40.3069564246
171	41.3069564246
172	41.3069564246
173	41.3069564246
174	41.3069564246
175	42.3069564246
176	40.3069564246
177	42.3069564246
178	40.3069564246
179	42.3069564246
180	42.3069564246
181	40.3069564246
182	40.3069564246
183	41.3069564246
184	40.3069564246
185	41.3069564246
186	40.3069564246
187	42.3069564246
188	40.3069564246
189	41.3069564246
190	41.3069564246
191	41.3069564246
192	40.3069564246
193	40.3069564246
194	42.3069564246
195	42.3069564246
196	40.3069564246
197	40.3069564246
198	42.3069564246
199	41.3069564246
200	40.3069564246
201	42.3069564246
202	41.3069564246
203	40.3069564246
204	42.3069564246
205	40.3069564246
206	42.3069564246
207	41.3069564246
208	40.3069564246
209	42.3069564246
210	40.3069564246
211	40.3069564246
212	42.3069564246
213	42.3069564246
214	42.3069564246
215	40.3069564246
216	40.3069564246
217	42.3069564246
218	41.3069564246
219	42.3069564246
220	41.3069564246
221	42.3069564246
222	40.3069564246
223	42.3069564246
224	40.3069564246
225	40.3069564246
