1	5.0
2	9.975
3	14.925125
4	19.850499375
5	24.7512468781
6	29.6274906437
7	34.4793531905
8	39.3069564246
9	44.1104216424
10	48.8898695342
11	53.6454201866
12	58.3771930856
13	63.0853071202
14	67.7698805846
15	72.4310311817
16	77.0688760258
17	81.6835316456
18	86.2751139874
19	90.8437384175
20	95.3895197254
21	97.4781473686
22	99.5667750118
23	101.655402655
24	103.744030298
25	105.832657941
26	107.921285585
27	110.009913228
28	112.098540871
29	114.187168514
30	116.275796157
31	118.3644238
32	120.453051444
33	122.541679087
34	124.63030673
35	126.718934373
36	128.807562016
37	130.89618966
38	132.984817303
39	135.073444946
40	137.162072589
41	139.250700232
42	141.339327875
43	143.427955519
44	145.516583162
45	147.605210805
46	149.693838448
47	151.782466091
48	153.871093735
49	155.959721378
50	158.048349021
51	160.136976664
52	162.225604307
53	164.314231951
54	166.402859594
55	168.491487237
56	170.58011488
57	172.668742523
58	174.757370166
59	176.84599781
60	178.934625453
61	181.023253096
62	183.111880739
63	185.200508382
64	187.289136026
65	189.377763669
66	191.466391312
67	193.555018955
68	195.643646598
69	197.732274242
70	199.820901885
71	201.909529528
72	203.998157171
73	206.086784814
74	208.175412457
75	210.264040101
76	212.352667744
77	214.441295387
78	216.52992303
79	218.618550673
80	220.707178317
81	223.707178317
82	222.707178317
83	223.707178317
84	223.707178317
85	221.707178317
86	221.707178317
87	222.707178317
88	222.707178317
89	223.707178317
90	223.707178317
91	223.707178317
92	223.707178317
93	221.707178317
94	221.707178317
95	222.707178317
96	221.707178317
97	223.707178317
98	222.707178317
99	222.707178317
100	222.707178317
101	222.707178317
102	223.707178317
103	221.707178317
104	221.707178317
105	222.707178317
106	222.707178317
107	223.707178317
108	223.707178317
109	222.707178317
110	223.707178317
111	222.707178317
112	223.707178317
113	221.707178317
114	223.707178317
115	223.707178317
116	223.707178317
117	222.707178317
118	222.707178317
119	222.707178317
120	223.707178317
121	223.707178317
122	223.707178317
123	222.707178317
124	223.707178317
125	223.707178317
126	222.707178317
127	222.707178317
128	223.707178317
129	223.707178317
130	223.707178317
131	221.707178317
132	221.707178317
133	221.707178317
134	223.707178317
135	222.707178317
136	221.707178317
137	221.707178317
138	221.707178317
139	222.707178317
140	221.707178317
141	221.707178317
142	223.707178317
143	222.707178317
144	221.707178317
145	221.707178317
146	221.707178317
147	221.707178317
148	223.707178317
149	223.707178317
150	222.707178317
151	223.707178317
152	223.707178317
153	222.707178317
154	222.707178317
155	221.707178317
156	223.707178317
157	221.707178317
158	222.707178317
159	222.707178317
160	223.707178317
161	222.707178317
162	222.707178317
163	223.707178317
164	221.707178317
165	222.707178317
166	221.707178317
167	223.707178317
168	223.707178317
169	221.707178317
170	223.707178317
171	223.707178317
172	223.707178317
173	222.707178317
174	222.707178317
175	221.707178317
176	222.707178317
177	223.707178317
178	221.707178317
179	221.707178317
180	221.707178317
181	222.707178317
182	222.707178317
183	222.707178317
184	221.707178317
185	222.707178317
186	223.707178317
187	223.707178317
188	223.707178317
189	223.707178317
190	222.707178317
191	221.707178317
192	222.707178317
193	223.707178317
194	222.707178317
195	222.707178317
196	221.707178317
197	223.707178317
198	222.707178317
199	221.707178317
200	223.707178317
201	223.707178317
202	223.707178317
203	222.707178317
204	221.707178317
205	222.707178317
206	223.707178317
207	223.707178317
208	222.707178317
209	223.707178317
210	223.707178317
211	222.707178317
212	222.707178317
213	221.707178317
214	223.707178317
215	223.707178317
216	221.707178317
217	221.707178317
218	221.707178317
219	223.707178317
220	223.707178317
221	222.707178317
222	222.707178317
223	223.707178317
224	223.707178317
225	223.707178317
226	221.707178317
227	223.707178317
228	223.707178317
229	221.707178317
230	221.707178317
231	223.707178317
232	222.707178317
233	222.707178317
234	222.707178317
235	222.707178317
236	221.707178317
237	222.707178317
238	223.707178317
239	223.707178317
240	223.707178317
241	222.707178317
242	222.707178317
243	221.707178317
244	221.707178317
245	223.707178317
246	223.707178317
247	222.707178317
248	221.707178317
249	223.707178317
250	221.707178317
